SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SURVEY_TOPIC,QUESTION_LABEL_LONG_DESCR,SURVEY_QUESTION,GRADE_GROUP_DESCRIPTION,NON_EXCLUDED_RESPONSES,MANY_OR_ALL_RESPONSES,MANY_OR_ALL_PCT
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636019,Halls Prairie Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636019,Halls Prairie Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636019,Halls Prairie Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636021,Sullivan Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,20,13,65
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636021,Sullivan Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,19,12,63
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636021,Sullivan Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,20,13,65
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636021,Sullivan Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,19,10,53
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636029,Harold Bishop Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,14,10,71
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636029,Harold Bishop Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,14,6,43
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636029,Harold Bishop Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,14,9,64
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636029,Harold Bishop Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,14,7,50
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636031,Crescent Park Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,13,13,100
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636031,Crescent Park Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,13,10,77
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636031,Crescent Park Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,13,11,85
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636031,Crescent Park Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,13,9,69
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636033,Bridgeview Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636033,Bridgeview Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636033,Bridgeview Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636033,Bridgeview Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636034,J T Brown Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636034,J T Brown Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636034,J T Brown Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636034,J T Brown Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636035,Latimer Road Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636035,Latimer Road Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636035,Latimer Road Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636035,Latimer Road Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636036,Ray Shepherd Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,21,19,90
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636036,Ray Shepherd Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,22,17,77
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636036,Ray Shepherd Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,21,15,71
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636036,Ray Shepherd Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,22,10,45
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636038,Sunnyside Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,13,7,54
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636038,Sunnyside Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,13,7,54
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636038,Sunnyside Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,13,6,46
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636038,Sunnyside Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,13,5,38
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636039,Surrey Centre Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,12,9,75
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636039,Surrey Centre Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,12,7,58
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636039,Surrey Centre Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,12,10,83
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636039,Surrey Centre Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,12,8,67
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636040,K B Woodward Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,10,6,60
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636040,K B Woodward Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,10,6,60
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636040,K B Woodward Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,10,6,60
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636040,K B Woodward Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,10,5,50
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636043,Green Timbers Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636043,Green Timbers Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636043,Green Timbers Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636043,Green Timbers Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636050,Mountainview Montessori,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636050,Mountainview Montessori,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636050,Mountainview Montessori,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636050,Mountainview Montessori,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636051,A H P Matthew Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,30,20,67
2010/2011,SCHOOL LEVEL,BC Public School,36,Surrey,3636051,A H P Matthew Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,29,18,62
